 7.35369512e+05 5.86763367e+01 -5.03527350e+01
 7.35370482e+05 5.85991183e+01 -5.03035867e+01
 7.35371486e+05 5.85329850e+01 -5.02492500e+01
 7.35372484e+05 5.84477800e+01 -5.01686483e+01
 7.35373615e+05 5.83577167e+01 -5.00475750e+01
 7.35374607e+05 5.82857867e+01 -4.99184817e+01
 7.35378281e+05 5.81114833e+01 -4.95183767e+01
 7.35378623e+05 5.81114833e+01 -4.95183767e+01
 7.35378953e+05 5.81114833e+01 -4.95183767e+01
 7.35379287e+05 5.81114833e+01 -4.95183767e+01
 7.35383277e+05 5.82193000e+01 -4.92200433e+01
 7.35383623e+05 5.82193000e+01 -4.92200433e+01
 7.35383949e+05 5.82193000e+01 -4.92200433e+01
 7.35384289e+05 5.82193000e+01 -4.92200433e+01
 7.35388275e+05 5.83410217e+01 -4.92178167e+01
 7.35388615e+05 5.83410217e+01 -4.92178167e+01
 7.35388949e+05 5.83410217e+01 -4.92178167e+01
 7.35389287e+05 5.83410217e+01 -4.92178167e+01
 7.35393273e+05 5.85522600e+01 -4.93173133e+01
 7.35393619e+05 5.85522600e+01 -4.93173133e+01
 7.35393992e+05 5.85522600e+01 -4.93173133e+01
 7.35394289e+05 5.85522600e+01 -4.93173133e+01
 7.35398281e+05 5.88192267e+01 -4.94303867e+01
 7.35398625e+05 5.88192267e+01 -4.94303867e+01
 7.35398998e+05 5.88192267e+01 -4.94303867e+01
 7.35399283e+05 5.88192267e+01 -4.94303867e+01
 7.35403271e+05 5.89063900e+01 -4.93994650e+01
 7.35403617e+05 5.89063900e+01 -4.93994650e+01
 7.35403996e+05 5.89063900e+01 -4.93994650e+01
 7.35404291e+05 5.89063900e+01 -4.93994650e+01
 7.35408275e+05 5.89333650e+01 -5.00132283e+01
 7.35408621e+05 5.89333650e+01 -5.00132283e+01
 7.35408992e+05 5.89333650e+01 -5.00132283e+01
 7.35409287e+05 5.89333650e+01 -5.00132283e+01
 7.35413281e+05 5.92355683e+01 -5.02637733e+01
 7.35413623e+05 5.92355683e+01 -5.02637733e+01
 7.35413994e+05 5.92355683e+01 -5.02637733e+01
 7.35414289e+05 5.92355683e+01 -5.02637733e+01
 7.35418277e+05 5.90726367e+01 -5.10093767e+01
 7.35418619e+05 5.90726367e+01 -5.10093767e+01
 7.35418990e+05 5.90726367e+01 -5.10093767e+01
 7.35419283e+05 5.90726367e+01 -5.10093767e+01
 7.35423236e+05 5.89517000e+01 -5.19469533e+01
 7.35423621e+05 5.89517000e+01 -5.19469533e+01
 7.35423990e+05 5.89517000e+01 -5.19469533e+01
 7.35424240e+05 5.89517000e+01 -5.19469533e+01
 7.35428232e+05 5.86368650e+01 -5.25774300e+01
 7.35428617e+05 5.86368650e+01 -5.25774300e+01
 7.35428994e+05 5.86368650e+01 -5.25774300e+01
 7.35429240e+05 5.86368650e+01 -5.25774300e+01
 7.35434654e+05 5.84767350e+01 -5.32598783e+01
 7.35439650e+05 5.85735050e+01 -5.33334050e+01
 7.35444652e+05 5.86041417e+01 -5.26211433e+01
 7.35449654e+05 5.81044317e+01 -5.19910983e+01
 7.35454654e+05 5.84163200e+01 -5.24701217e+01
 7.35459652e+05 5.85569283e+01 -5.14574200e+01
 7.35464654e+05 5.80432067e+01 -5.10102750e+01
 7.35469611e+05 5.79050783e+01 -4.97373900e+01
 7.35474611e+05 5.78503250e+01 -4.92214533e+01
 7.35479609e+05 5.78949300e+01 -4.90318850e+01
 7.35484611e+05 5.79684417e+01 -4.89992767e+01
 7.35489613e+05 5.81546583e+01 -4.92804283e+01
 7.35494611e+05 5.83044933e+01 -4.95771217e+01
 7.35499609e+05 5.85544000e+01 -4.98043167e+01
 7.35504609e+05 5.89189217e+01 -4.95470983e+01
 7.35514607e+05 5.83741750e+01 -4.86349250e+01
 7.35524609e+05 5.84462317e+01 -4.78433467e+01
 7.35534609e+05 5.81128350e+01 -4.78221683e+01
 7.35544615e+05 5.78372583e+01 -4.76380150e+01
 7.35554605e+05 5.76865033e+01 -4.78829667e+01
 7.35564605e+05 5.78158550e+01 -4.75686233e+01
 7.35574609e+05 5.78606800e+01 -4.73447400e+01
 7.35584611e+05 5.77345933e+01 -4.71077633e+01
 7.35594613e+05 5.75240933e+01 -4.75781983e+01
 7.35604611e+05 5.78526617e+01 -4.77338650e+01
 7.35614609e+05 5.77457500e+01 -4.78550583e+01
 7.35624611e+05 5.79870683e+01 -4.80701833e+01
 7.35634609e+05 5.79630650e+01 -4.82957583e+01
 7.35639609e+05 5.81811000e+01 -4.82025933e+01
 7.35644607e+05 5.79251567e+01 -4.80404500e+01
 7.35649598e+05 5.78339633e+01 -4.74567350e+01
 7.35654596e+05 5.77485450e+01 -4.78305317e+01
 7.35659609e+05 5.73066150e+01 -4.75313750e+01
 7.35664602e+05 5.72249817e+01 -4.76703167e+01
 7.35669594e+05 5.71879150e+01 -4.66965767e+01
 7.35674600e+05 5.77061433e+01 -4.70989550e+01
 7.35679596e+05 5.61831867e+01 -5.34655917e+01
 7.35684596e+05 5.82037683e+01 -4.75196383e+01
 7.35689611e+05 5.81341767e+01 -4.74379267e+01
 7.35694611e+05 5.81694683e+01 -4.76541983e+01
 7.35699613e+05 5.83303933e+01 -4.73637667e+01
 7.35704607e+05 5.83175000e+01 -4.68964617e+01
 7.35709607e+05 5.80723233e+01 -4.64613333e+01
 7.35714611e+05 5.78015417e+01 -4.69746267e+01
 7.35719613e+05 5.72636467e+01 -4.73708383e+01
 7.35724611e+05 5.66628217e+01 -4.68781617e+01
 7.35729609e+05 5.62727617e+01 -4.67326983e+01
 7.35734609e+05 5.66075717e+01 -4.66095967e+01
 7.35739611e+05 5.70134300e+01 -4.58040633e+01
 7.35744609e+05 5.70803467e+01 -4.52813583e+01
 7.35749607e+05 5.71088550e+01 -4.50611800e+01
 7.35754611e+05 5.67375017e+01 -4.51328417e+01
 7.35759611e+05 5.65695017e+01 -4.39924150e+01
 7.35764609e+05 5.69034667e+01 -4.41713300e+01
 7.35769607e+05 5.68631283e+01 -4.47559783e+01
 7.35774611e+05 5.65108850e+01 -4.57299633e+01
 7.35779613e+05 5.65701933e+01 -4.63806467e+01
 7.35784605e+05 5.67676533e+01 -4.67724217e+01
 7.35789607e+05 5.67710817e+01 -4.69359433e+01
 7.35794609e+05 5.66509650e+01 -4.69818017e+01
 7.35799613e+05 5.63567333e+01 -4.69673117e+01
 7.35804611e+05 5.61706500e+01 -4.72800350e+01
 7.35809611e+05 5.62134467e+01 -4.73734967e+01
 7.35814611e+05 5.62613250e+01 -4.75143633e+01
 7.35819613e+05 5.61938183e+01 -4.78552433e+01
 7.35824613e+05 5.61292450e+01 -4.79181400e+01
 7.35829584e+05 5.60316450e+01 -4.79507183e+01
 7.35834580e+05 5.60643150e+01 -4.80291000e+01
 7.35839613e+05 5.60810583e+01 -4.82583500e+01
 7.35844578e+05 5.60106967e+01 -4.83851783e+01
 7.35849607e+05 5.59001383e+01 -4.83382550e+01
 7.35854611e+05 5.58988017e+01 -4.81240833e+01
 7.35859609e+05 5.60478833e+01 -4.78212633e+01
 7.35864576e+05 5.63354750e+01 -4.75413317e+01
 7.35869611e+05 5.64768700e+01 -4.74137800e+01
 7.35879578e+05 5.67517000e+01 -4.68007767e+01
 7.35889578e+05 5.69880367e+01 -4.68340667e+01
 7.35899576e+05 5.74467867e+01 -4.54528167e+01
 7.35909578e+05 5.79913167e+01 -4.39730983e+01
 7.35919609e+05 5.81112850e+01 -4.32923700e+01
 7.35929613e+05 5.83041200e+01 -4.12007700e+01
 7.35939578e+05 5.89359450e+01 -4.02359050e+01
 7.35949607e+05 5.84297383e+01 -3.86177433e+01
 7.35959578e+05 5.76201000e+01 -3.90993500e+01
 7.35969615e+05 5.77210933e+01 -3.84734167e+01
 7.35979611e+05 5.83736533e+01 -3.86637950e+01
 7.35989607e+05 5.83397517e+01 -3.91983850e+01
 7.35994604e+05 5.79452183e+01 -3.93611850e+01
 7.36004605e+05 5.79218067e+01 -4.00879133e+01
 7.36009609e+05 5.79432650e+01 -4.03710500e+01
 7.36014605e+05 5.80656750e+01 -4.00336967e+01
 7.36019605e+05 5.83740933e+01 -4.00191133e+01
 7.36024609e+05 5.80311183e+01 -4.04556483e+01
 7.36029607e+05 5.78547917e+01 -3.93549233e+01
 7.36034609e+05 5.73862800e+01 -3.93350883e+01
 7.36039605e+05 5.72651417e+01 -4.04308933e+01
 7.36044604e+05 5.73415883e+01 -4.13262750e+01
 7.36049605e+05 5.73633183e+01 -4.19215817e+01
 7.36054605e+05 5.69495283e+01 -4.21160433e+01
 7.36057607e+05 5.71580000e+01 -4.18641617e+01
 7.36060602e+05 5.73972650e+01 -4.24617450e+01
 7.36063609e+05 5.75209583e+01 -4.29280633e+01
 7.36066607e+05 5.76304133e+01 -4.32400367e+01
 7.36069607e+05 5.77587500e+01 -4.34412583e+01
 7.36072613e+05 5.77594250e+01 -4.31483917e+01
 7.36075607e+05 5.75922133e+01 -4.32658117e+01
 7.36078613e+05 5.73216333e+01 -4.34439683e+01
 7.36081609e+05 5.68977317e+01 -4.31174483e+01
 7.36084607e+05 5.67333600e+01 -4.23216233e+01
 7.36087605e+05 5.68720333e+01 -4.22418350e+01
 7.36090609e+05 5.64223017e+01 -4.22485167e+01
 7.36093613e+05 5.66405667e+01 -4.15972883e+01
 7.36096611e+05 5.68946733e+01 -4.19421783e+01
 7.36099609e+05 5.70336833e+01 -4.19560517e+01
 7.36102611e+05 5.70981683e+01 -4.18337167e+01
 7.36105607e+05 5.71700350e+01 -4.19535017e+01
 7.36108607e+05 5.72605333e+01 -4.21152217e+01
 7.36111605e+05 5.73161817e+01 -4.21558117e+01
 7.36114605e+05 5.72716933e+01 -4.24438067e+01
 7.36117611e+05 5.71965033e+01 -4.28811250e+01
 7.36120609e+05 5.70630567e+01 -4.31795000e+01
 7.36123613e+05 5.69351567e+01 -4.29168483e+01
 7.36126613e+05 5.71021583e+01 -4.25577533e+01
 7.36129613e+05 5.72823883e+01 -4.29772867e+01
 7.36132613e+05 5.70444500e+01 -4.33945533e+01
 7.36135604e+05 5.69173450e+01 -4.30622067e+01
 7.36138617e+05 5.71966733e+01 -4.31323117e+01
 7.36141611e+05 5.71640133e+01 -4.35429667e+01
